image,description,url,class
_art_d_duccio_maesta_predel_f_pre_f_3a.jpg,The origin of the three wise men from the East is reinforced by a striking detail in the left-hand corner of the picture. Beyond the servants and the richly adorned horses we can glimpse the heads of two camels. The artist has made an effort to depict the animals' unfamiliar faces.,https://www.wga.hu/art/d/duccio/maesta/predel_f/pre_f_3a.jpg,adoration
_art_c_calvaert_z_drawi2.jpg,"This is a compositional sketch, the design of which is based on a picture by Prospero Fontana, the first master of Calvaert.",https://www.wga.hu/art/c/calvaert/z_drawi2.jpg,adoration
_art_t_tura_rovere_rovere_9.jpg,"The Roverella Polyptych is considered as one of Tura's most important work. Originally it was located in the church of San Giorgio fuori le Mura in Ferrara where it was partially destroyed by a bomb in 1709. It was commissioned by Lorenzo Roverella, bishop of Ferrara.According to the most accepted version of reconstruction the Madonna Enthroned constituted the central panel, this fragment showing St George belonged to the left panel, while on the right a panel representing Niccolò Roverella with two saints was located. On top of the altarpiece there was a Pietà. Below, on the predella there were seven tondos four of which are lost.This is one of the three remaining tondos, the other two are the Circumcision and the Flight to Egypt.",https://www.wga.hu/art/t/tura/rovere/rovere_9.jpg,adoration
_art_g_gentile_adormagi_adormag.jpg,"Palla di Noferi Strozzi commissioned this famous altarpiece, signed and dated 1423 on the frame, for his family's chapel in the church of Santa Trinita in Florence. Wealth and culture of the donor are reflected in the lavish use of gold and in the pomp of the Magi procession, including also exotic animals as leopards and monkeys. If in this picture clearly emerges the persistence of International Gothic at the beginning of 15th Century, in the meanwhile the panel is ahead of its time showing in the predella scenes (Nativity, Rest during the Flight into Egypt and Presentation to the Temple) one of the basic innovations of Renaissance art: the blue sky at the place of the traditional gold background.",https://www.wga.hu/art/g/gentile/adormagi/adormag.jpg,adoration
_art_t_tintoret_3b_3ground_2adorat1.jpg,"The harmonious night setting of the foreground gives way in the background on the right to the apparition of the procession of the Three Kings, broken up by traces of glowing light.",https://www.wga.hu/art/t/tintoret/3b/3ground/2adorat1.jpg,adoration
_art_d_durer_2_12_2apocaly_13apocal.jpg,"This print is a piecing together three places in the text of the Revelations (Rev. 14:1-3, 19:1-4, 7:9-13).",https://www.wga.hu/art/d/durer/2/12/2apocaly/13apocal.jpg,adoration
_art_d_durer_1_07_landaue6.jpg,The landscape at the bottom of the panel stretches into the far distance.,https://www.wga.hu/art/d/durer/1/07/landaue6.jpg,adoration
_art_c_cranach_lucas_e_05_41religi.jpg,"The essential features of this composition, particularly the structure of the setting in the extreme foreground, were borrowed from an engraving by Martin Schongauer, perhaps the most quoted of all representations of the Nativity.",https://www.wga.hu/art/c/cranach/lucas_e/05/41religi.jpg,nativity
_art_m_munari_stillif1.jpg,"Cristoforo Munari became famous in Rome because of his still-lifes, with their varied, carefully chosen subjects, often described with a fine, crystalline light. His iconography has its roots in Emilian painting, with generous space given to musical instruments and sheet music, mingled freely with fruits and domestic utensils, the whole sometimes enlivened by an animal presence.",https://www.wga.hu/art/m/munari/stillif1.jpg,still-life
_art_b_belin_stillife.jpg,"Jean-Baptiste Belin de Fontenay was a student and assistant of Jean Baptiste Monnoyer. He became a member of the Paris Academy in 1687. Belins masterpieces include the decorations for the royal palaces at Versailles, Marly, Trianon, CompiÃ¨gne, and Fontainebleau.",https://www.wga.hu/art/b/belin/stillife.jpg,still-life
_art_h_heda_stillifg.jpg,"This monochrome 'banketje still-life' depicts a gilt cup, a silver tazza, glasses and pewter plates with a pie, peeled lemon and nuts, all upon a draped table. Heda first began to paint such still-lifes in the early 1630s, and their constituent parts are remarkably consistent: simple groups of objects, typically glass and silverware as here, accompanied by lemons and other food, all placed in close relationship to one another upon a simply draped table.",https://www.wga.hu/art/h/heda/stillifg.jpg,still-life
_art_h_heem_jan_1_fruitsti.jpg,"In this still-life, a characteristic example of de Heem's work, an arrangement of tableware and fruit is displayed on a wooden table with a tablecloth gathered into deep folds.",https://www.wga.hu/art/h/heem/jan/1/fruitsti.jpg,still-life
_art_d_diaz_stillife.jpg,"Most of the earliest examples of flower paintings that arrived in Spain - especially in court circles - from the Flemish school at the beginning of the 17th century were executed by Jan Brueghel. The first Spanish painter to incorporate flower paintings into still-life scenes was Juan van der Hamen, but the artist who established them in their own right, independently of still-life scenes of foodstuffs, animals and pots and pans, was Juan de Arellano, the most influential practitioner of flower painting in the Iberian Peninsula during the central years of the century. These themes, whether depicted singly, in pairs or in series, were designed to decorate the homes of noble and wealthy families who wished to embellish their residences with decorative, pleasant and colourful paintings, as the main purpose of these pictures was ornamental. DÃ­az, who was active in the rich and noble city of Valladolid, which had been the seat of the court at the beginning of the century, must have had a clientele who commissioned paintings of this kind. Although in his main area of activity, religious painting, he was conservative and showed little evolution when it came to incorporating the novel features of the Baroque language into his style, his flower paintings reveal his knowledge of Flemish art and of the new genres in vogue during the period. The present still-life depicts a a wicker basket containing a bunch of flowers - roses, tulips, irises, hyacinths, daffodils, among others - on a table. The rich and varied colours, which stand out against a somewhat darkened neutral background, and the movement of the forms emphasise the decorative nature of the paintings.",https://www.wga.hu/art/d/diaz/stillife.jpg,still-life
_art_a_anguier_michel_nativity.jpg,"This group, now in the Saint-Roch, was originally executed for the high altar in the Val-de-Grâce, Paris. The mood which this Baroque group expresses is not the ecstasy of the Roman Baroque but a sort of pathos which is purely French and, like Le Sueur's religious sentiment, seems to prepare the way for the eighteenth century.",https://www.wga.hu/art/a/anguier/michel/nativity.jpg,nativity
_art_zgothic_stained_14c_08s_1300.jpg,"The emotional impact of a great Gothic church complete with all its original glass windows is something that can be experienced  today in only a few places. One of these is LeÃ³n, where the whole 13th-14th-century ensemble survives.",https://www.wga.hu/art/zgothic/stained/14c/08s_1300.jpg,adoration
_art_s_schiavo_predell4.jpg,"This is one of the four panels in the Philadelphia museum which formed the predella to an altarpiece, of which the main panels are in the Staatliche Museen in Berlin. In the centre was the Annunciation; on the left, St Jerome; and on the right, St Lawrence. Seated on a draped throne, the Virgin holds the infant Jesus, whose foot is being kissed by the oldest of the three kings. Next to the throne Joseph leans on his walking stick. The other two kings stand, carrying golden receptacles. They are dressed as contemporary young men and wear crowns over typically Florentine hats known as mazzocchi. On the right is a groom with two horses.",https://www.wga.hu/art/s/schiavo/predell4.jpg,adoration
_art_f_fontebas_adorati1.jpg,"This is an early work by Fontebasso painted under the influence of his contemporary, Gaspare Diziani.",https://www.wga.hu/art/f/fontebas/adorati1.jpg,adoration
_art_d_donatell_2_mature_various_2annun_7.jpg,"This picture shows the upper part of the relief ""Annunciation"" in the church of Santa Croce. The Annunciation is the first work to reflect Donatello's new tendencies following his stay in Rome. Vasari wrote about the relief: ""It was put near the altar of the Cavalcanti Chapel. For this he made an ornament in the grotesque style, with a base of varied and intertwined work, surmounted by a quartercircle, and with six putti; these garlanded putti have their arms round each other as if they are afraid of the height and are trying to steady themselves... """,https://www.wga.hu/art/d/donatell/2_mature/various/2annun_7.jpg,annunciation
_art_f_francesc_2paintin_3annunc.jpg,"The painting comes from the church of San Domenico, Siena. The contribution of an assistant referred to as ""Fiduciario de Francesco"" is assumed.This highly unusual painting was the last of the artist's youthful output. The playful gestures of the two characters are emphasized by the abundant folds of the drapery. On the other hand, the perspective of the scene is expressively deformed in order to create a dramatic touch.Many elements in Francesco di Giorgio's Annunciation suggest an artist aware of his Florentine contemporaries. This Virgin is a close relative of similar figures in Verrocchio and Botticelli; the doorway behind, with its grey pietra serena surround, is Albertian. The landscape is also far removed from Sienese tradition, dotted about with Roman reminiscences and flanked by a fantastical crag such as we might find later in the work of Piero di Cosimo. Yet the impossibly slim pink columns rise as weightlessly as in any picture by Sassetta, the floor tilting steeply, the angel stepping forth ungrounded, the lectern about to slide.",https://www.wga.hu/art/f/francesc/2paintin/3annunc.jpg,annunciation
_art_a_arcangel_annuncia.jpg,"The artist, a minor painter, was the son of Jacopo del Sellaio.The reliefs, painted in grisaille on either side of the arch in the background, show the Temptation and the Expulsion from the Garden of Eden. They derive from Masaccio's and Masolino's frescoes in the Brancacci Chapel in the church of Santa Maria del Carmine, Florence.",https://www.wga.hu/art/a/arcangel/annuncia.jpg,annunciation
_art_l_lippi_filippo_1440_02annunf.jpg,"In this painting Lippi gave the Virgin a slight elongated figure whose contours are concealed beneath the folds of her blue cloak. Having just risen from her seat, she stands passively with her head bowed before Gabriel, in humble acceptance of his message.",https://www.wga.hu/art/l/lippi/filippo/1440/02annunf.jpg,annunciation
_art_m_master_legend1_3annunc2.jpg,The picture shows the top left part of the triptych with Sts Jerome and Francis of Assisi.,https://www.wga.hu/art/m/master/legend1/3annunc2.jpg,annunciation
_art_p_pinturic_baglioni_1annunc4.jpg,"The artist included in the fresco his own portrait, emblazoned with his name, as a painting within the painting. What first catches the eye is the shelf just above it, on which books and other objects are arranged in the manner of a still-life. One of the books lies open. The white cloth draped decoratively across the front of the shelf casts a strong shadow on the wall, as do the candle and the wine carafe. These shadows presuppose some source of light from above and to the left, as do those of the two foreground figures.",https://www.wga.hu/art/p/pinturic/baglioni/1annunc4.jpg,annunciation
_art_p_pirez_annunci.jpg,"This small panel from the artist's mature period, meant for private devotion, was probably once the left wing of a diptych. This mature period is marked by a significantly increased observation of small details and decoration, and of the individualized physiognomy of his figures. The figure of the Virgin Annunciate reveals the significant influence of Lorenzo Monaco, while the wings of the angel appear to be a direct quote from Simone Martini's Annunciation in the Uffizi, Florence.",https://www.wga.hu/art/p/pirez/annunci.jpg,annunciation
_art_l_leonar_annuncia.jpg,This Annunciation is the only known signed work by Leonardo di Bernardino del Signoraccio and the very keystone on which the artist's oeuvre can be constructed. (It is signed lower centre: LEONARDVS/ F. BERNA/RDINI/ DEPi/ STORioR/ P.)The conception and iconography of the present painting derive from Fra Bartolomeo's Annunciation of 1497 painted for the cathedral in Volterra.,https://www.wga.hu/art/l/leonar/annuncia.jpg,annunciation
_art_p_pinturic_baglioni_1annunc.jpg,"The Annunciation on the left wall is dominated by the grandiose prospect of an arched corridor. No other Umbrian depictions of the Annunciation in this period present anything like this elaborate architecture or the vast landscape beyond. Pinturicchio set off the area of the foreground, in which the confrontation between the angel and the Virgin takes place, by narrow sections of wall on either side, each with a different structure. On the right the painter's self-portrait hangs on the wall beneath a tall barred window; on the left there is a closed door with an off-centre oculus above. The white dove of the Holy Ghost descends along a diagonal ray of gold beamed down from the heaven of the cloud bank toward the Virgin on the right.",https://www.wga.hu/art/p/pinturic/baglioni/1annunc.jpg,annunciation
_art_p_pontormo_4capponi_2annunc2.jpg,"The detail shows the Virgin annunciated.The frescoed figures of the Annunciation belong to the same decorative program as the Deposition. The colours are somewhat deeper than in the Deposition, which may be explained, however, by a severe cleaning performed on during eighteenth century. The power of the representation lies more in the form than in any psychological interpretation, which is, in fact, unusual for Pontormo anyway.",https://www.wga.hu/art/p/pontormo/4capponi/2annunc2.jpg,annunciation
_art_b_bellegam_annuncia.jpg,"Bellegambe was a Flemish painter of altarpieces, known as ""the master of colour"", working in Amiens and executing altarpieces for churches and abbeys of other French cities. He was influenced by Italian painting in such works as the polyptych.On this triptych the kneeling donator is Guillaume de Bruxelles, the abbot of the cloisters of St Amandus in Valenciennes and St Trudeaux in Luttich. Accordingly, St Amandus and St Trudeaux are on the left and right wings, respectively. The triptych was commissioned when Guillaume de Bruxelles left the cloister in Valenciennes for the cloister in Luttich.",https://www.wga.hu/art/b/bellegam/annuncia.jpg,annunciation
_art_p_piero_2_91_91annun5.jpg,"The archangel Gabriel is in perfect profile, according to the fourteenth-century iconographic tradition.",https://www.wga.hu/art/p/piero/2/91/91annun5.jpg,annunciation
_art_a_angelico_01_1prado.jpg,"The Annunciation (154 x 194 cm) is the main painting on the altarpiece known as the Prado Altarpiece. There are five small (23 x 35 cm each) predella pictures below the Annunciation, painted on the same panel, depicting the story of the Virgin. The altarpiece, and especially the predella paintings are of extremely high quality thus without any doubts they are the works of Fra Angelico. The central image repeats a design Fra Angelico also used in an Annunciation in Cortona and in another at the head of the stairs to the dormitory of his monastery, San Marco in Florence. The new Renaissance command of architectural perspective accompanies a continuing medieval delight in the lavish use of gilding.The painting comes from the Church of San Domenico in Fiesole, it was sold and taken to Spain in 1611.",https://www.wga.hu/art/a/angelico/01/1prado.jpg,annunciation
_art_b_baldovin_annuncia.jpg,"Faithfully adhering to the Florentine tradition, Alessio Baldovinetti made refined use of a clear, almost sharp line, together with a great curiosity for the tiniest details. In this work, note the slender elegance of the Madonna, whose traditional gesture of reverent surprise at the angel's announcement has been replaced by an almost mannered pose, worthy of some worldly ritual. The artist attempts a perspective view by setting the scene under a portico, thus creating a background plane with the tops of the trees that can be seen above the surrounding wall.",https://www.wga.hu/art/b/baldovin/annuncia.jpg,annunciation
_art_m_master_flemalle_2_annuncia.jpg,"Based on its style the Annunciation is attributed to the Master of FlÃ©malle and dated between c. 1415 and 1425. The painter's provisional name refers to the ""Abbey of FlÃ©malle"" where certain of his works are assumed to have been painted. However, in this village near LiÃ¨ge there was never any abbey. Today the master is commonly identified with the Tournai artist Robert Campin.The scene takes place inside a bourgeois dwelling, a novelty in the painting of the time, as until then the scene had always been depicted in or in front of a church. In line with tradition, Gabriel enters the room from the left. The Virgin is seated in front of a low bench on the tiled floor, a sign of her humility. The edge of her mantle is decorated with an inscription, another innovation of the Master of FlÃ©malle. Its text appears to be inspired by the popular medieval Marian hymn Salve Regina. The Virgin's gestures illustrate her acceptance. Her right hand rests on her breast, her eyes modestly cast downwards. On Mary's lap is an open book, a second one lies on the table. This motif is possibly taken from devotional tracts of around 1400, which state that the Virgin was meditating on the Holy Scriptures when Gabriel entered. The books also indicate her as the possessor of divine wisdom. In this connection, the bench is decorated with little lions, as was once the throne of Solomon, the Old Testament king who used to be seen as the epitome of wisdom. The stained glass figures possibly represent prophets who foretold the coming of the Messiah.Other apparently everyday objects also have an additional, deeper significance. The hand broom next to the chimney symbolises the purification from the stain of sin, and the white lilies in the maiolica vase Mary's virginity. The open window probably alludes to her honorary title as 'fenestra coeli', the window of heaven. The candles and their holders refer to Christ and the Virgin. The fact that the candles are snuffed out indicates that conception has already taken place. One intriguing detail is the woodcut above the chimney, depicting St Christopher carrying the Child across the river. This motif is a good illustration of the chronological jumps frequently found in the paintings of Flemish Primitives, as according to the main scene, depicting the Annunciation, the Saviour has not even been born!",https://www.wga.hu/art/m/master/flemalle/2/annuncia.jpg,annunciation
_art_a_andrea_sarto_3_the_annu.jpg,"The painting was mentioned by Vasari as being the lunette of a picture which, after various wanderings passed to the museum of Berlin and was destroyed there in the Second World War. It had in fact the form of a lunette and was transformed to a rectangle at an unknown period. It is a late painting of Andrea.In a supremely poetic range of changing colours, from yellow to pink to lilac to purple, it expresses Andrea's new taste, no longer favouring the intense and highly charged palette of the preceding years; he now chooses delicate harmonies, without dissonances, and of precious and refined accords which give the composition a new balance, more quiet and refined than before.",https://www.wga.hu/art/a/andrea/sarto/3/the_annu.jpg,annunciation
_art_p_pontormo_4capponi_2annunc1.jpg,"The detail shows Gabriel. The Angel hovering in arrested flight looks up and to his left, as if seeking instructions. The light which flickers on the youthful figure seems to land idiosyncratically, highlighting the cheek, for example. Not since Piero della Francesca has light been treated as subject of this extent.",https://www.wga.hu/art/p/pontormo/4capponi/2annunc1.jpg,annunciation
_art_a_angelico_04_1annunc1.jpg,"In a loggia of columns and arches, the angel appears to Mary. Shown in profile, he occupies the larger part of the painting, his richly painted wings extending out through the colonnade, their upper tips marking the centre of the picture. He declaims to the Virgin, 'the Holy Ghost shall come upon thee, and the power of the highest shall overshadow thee' (Luke 1, v. 35). She, demure, with a dove fluttering above her head in a burst of golden light, inclines towards him and responds, 'Behold the handmaid of the Lord; be it unto me according to thy word' (Luke 1, v. 38). Beyond them the picture space extends into the Virgin's chamber, and further, hidden space is hinted at by the bed curtain there which serves also to set off Gabriel's nimbus.Outside the loggia is a delicately painted garden, enclosed by a palisade, symbolic of Mary's virginity. Carved in a roundel above the centre column is a half-length effigy of Isaiah, who had prophesied the birth of a child to a virgin. The pink entablature of the loggia points to the second reference to the Old Testament, in the top left corner, where Adam and Eve are expelled from Paradise.Undoubtedly Angelico's first truly great painting, this Annunciation formed a prototype for a noble line of derivatives.",https://www.wga.hu/art/a/angelico/04/1annunc1.jpg,annunciation
_art_d_donatell_2_mature_various_2annun_1.jpg,"The Annunciation in Santa Croce is the first work to reflect Donatello's new tendencies following his stay in Rome. ""It was put near the altar of the Cavalcanti Chapel. For this he made an ornament in the grotesque style, with a base of varied and intertwined work, surmounted by a quartercircle, and with six putti; these garlanded putti have their arms round each other as if they are afraid of the height and are trying to steady themselves. Donatello's ingenuity and skill are specially apparent in the figure of the Virgin herself: frightened by the unexpected appearance of the angel she makes a modest reverence with a charming, timid movement, turning with exquisite grace towards him as he makes his salutation. The Virgin's movement and expression reveal both her humility and the gratitude appropriate to an unexpected gift, particularly a gift as great as this. Moreover, Donatello created a masterly flow of folds and curves in the draperies of the Madonna and angel, suggesting the form of the nude figures and showing how he was striving to recover the beauty of the ancients, which had been lost for so many years. He displayed such skill and facility that, in short, no one could have bettered his design, his jjudgment, his use of the chisel, or his execution of the work."" (Vasari).The setting is elaborately classical - though the composition recalls iconographical precedents of the 14th century - and is richly decorated with lavish gilding on stone. The composition conveys a strong impression of the episode of the Annunciation: of an unlooked for gift received with serene grace. Other works of this period are inspired by an entirely different spirit.",https://www.wga.hu/art/d/donatell/2_mature/various/2annun_1.jpg,annunciation
_art_r_reni_3_4cappell.jpg,"In the lunettes of the main room the scenes Presentation of Mary to the Temple (left) and Annunciation to Coaching (right) are depicted. The two paintings were executed by Giovanni Lanfranco and Antonio Carracci, possibly after their own design sketches. Nevertheless, there is no doubt that Reni was responsible for the overall planning of the decoration, and purportedly engaged the other painters only because the pope wished it.",https://www.wga.hu/art/r/reni/3/4cappell.jpg,annunciation
_art_d_duccio_maesta_predel_f_pre_f_1.jpg,"The episode of the Annunciation, told only by Luke, is set in vividly articulated architectural surroundings, where consistency of line and colour lend harmonic energy to the whole. Gabriel is portrayed in movement, in the act of greeting (his hand and right foot are the opposite ends of a perfect diagonal), while Mary appears to be drawing back. She is illuminated by the ray of the Holy Spirit, in the form of a small white dove, penetrating from a cusped arch. The unreal perspective of the vase of lilies, reminiscent of Oriental art, has often been noted.",https://www.wga.hu/art/d/duccio/maesta/predel_f/pre_f_1.jpg,annunciation
_art_g_greco_el_02_0207gred.jpg,"This panel was executed by El Greco during his last years in Venice or at the beginning of his stay in Rome. The composition is based on a painting by Titian, now lost, intended for the high altar of the convent church of Santa Maria degli Angeli in Murano. Although his stay in Venice was relatively brief, Venetian art had a profound effect on El Greco's style, an influence we see increasing throughout the 1570s.",https://www.wga.hu/art/g/greco_el/02/0207gred.jpg,annunciation
_art_s_simone_7last_orsini_2orsini.jpg,"The altarpiece known as Passion Polyptych (or Orsini Polyptych), with panels now in a number of European museums (Angel of the Annunciation and Virgin of Annunciation, as well as Crucifixion and Deposition in Antwerp, the Road to Calvary in Paris and the Entombment in Berlin) is signed ""Pinxit Symon"" on the two panels of the Crucifixion and the Deposition. It presents several problems, both in terms of stylistic analysis and dating.Some scholars, stressing the fact that it is so different stylistically from all the other works of Simone's Avignon period (nervous lines and expressions), think that it may have been painted earlier and then transported to France; others believe that it may be a late work, commissioned by Napoleone Orsini, who died in the Curia in Avignon in 1342. Orsini's coat-of-arms appears in the background of the Road to Calvary. The polyptych was probably transferred to the charterhouse of Champmol, near Dijon, in the late 14th century.",https://www.wga.hu/art/s/simone/7last/orsini/2orsini.jpg,annunciation
